id,titulo,autor,genero,anio_publicacion,editorial,idioma,paginas,disponible,cliente_prestamo,fecha_prestamo,fecha_limite
42540,Libro 42540,Autor 1033,Terror,2016,Alfaguara,Inglés,780,,,,
42541,Libro 42541,Autor 4494,Ciencia,1988,Anagrama,Francés,706,,,,
42542,Libro 42542,Autor 4098,Infantil,2019,Penguin,Español,296,,,,
42543,Libro 42543,Autor 1914,Misterio,1986,Penguin,Español,596,,,,
42544,Libro 42544,Autor 317,Fantasía,1985,Anagrama,Alemán,122,,,,
42545,Libro 42545,Autor 4404,Terror,2023,Alfaguara,Alemán,447,,,,
42546,Libro 42546,Autor 4190,Historia,1984,Alfaguara,Italiano,362,,,,
42547,Libro 42547,Autor 1723,Ciencia,2015,Alfaguara,Alemán,733,,,,
42548,Libro 42548,Autor 3862,Ciencia,1980,Planeta,Francés,420,,,,
42549,Libro 42549,Autor 1590,No ficción,1989,Anagrama,Inglés,470,,,,
42550,Libro 42550,Autor 1242,Ficción,1982,Alfaguara,Francés,808,,,,
42551,Libro 42551,Autor 2412,Ciencia,2015,Anagrama,Francés,470,,,,
42552,Libro 42552,Autor 2180,Romance,1976,Penguin,Español,812,,,,
42553,Libro 42553,Autor 3361,Misterio,1999,Planeta,Francés,276,,,,
42554,Libro 42554,Autor 3220,No ficción,2020,Salamandra,Francés,298,,,,
42555,Libro 42555,Autor 4118,Romance,1975,Salamandra,Español,641,,,,
42556,Libro 42556,Autor 754,Fantasía,1971,Penguin,Francés,809,,,,
42557,Libro 42557,Autor 4712,Historia,2015,Anagrama,Alemán,823,,,,
42558,Libro 42558,Autor 1607,Ficción,1965,Penguin,Francés,123,,,,
42559,Libro 42559,Autor 4327,Ficción,1974,HarperCollins,Alemán,517,,,,
42560,Libro 42560,Autor 1335,Historia,1965,Salamandra,Italiano,248,,,,
42561,Libro 42561,Autor 2353,Terror,1985,Anagrama,Inglés,667,,,,
42562,Libro 42562,Autor 2012,Misterio,1963,Anagrama,Inglés,775,,,,
42563,Libro 42563,Autor 3204,Ficción,1989,Anagrama,Italiano,504,,,,
42564,Libro 42564,Autor 1803,Romance,1958,Alfaguara,Francés,330,,,,
42565,Libro 42565,Autor 3381,Terror,1989,Planeta,Español,839,,,,
42566,Libro 42566,Autor 4380,No ficción,2020,Salamandra,Inglés,933,,,,
42567,Libro 42567,Autor 4793,Misterio,1994,Planeta,Inglés,652,,,,
42568,Libro 42568,Autor 1787,Infantil,1950,Alfaguara,Español,222,,,,
42569,Libro 42569,Autor 1586,Ficción,1978,Penguin,Alemán,121,,,,
42570,Libro 42570,Autor 4547,Fantasía,1957,Salamandra,Francés,549,,,,
42571,Libro 42571,Autor 1415,Fantasía,2022,Alfaguara,Italiano,340,,,,
42572,Libro 42572,Autor 4276,Ciencia,2007,Salamandra,Italiano,814,,,,
42573,Libro 42573,Autor 4579,No ficción,1968,HarperCollins,Inglés,364,,,,
42574,Libro 42574,Autor 2581,Ficción,1996,Anagrama,Inglés,390,,,,
42575,Libro 42575,Autor 676,Misterio,1976,Alfaguara,Español,439,,,,
42576,Libro 42576,Autor 2714,Infantil,2003,Planeta,Español,895,,,,
42577,Libro 42577,Autor 745,No ficción,2018,Penguin,Inglés,444,,,,
42578,Libro 42578,Autor 2869,No ficción,2006,Salamandra,Inglés,520,,,,
42579,Libro 42579,Autor 496,Fantasía,2004,Salamandra,Italiano,786,,,,
42580,Libro 42580,Autor 1301,Fantasía,2020,Planeta,Alemán,230,,,,
42581,Libro 42581,Autor 439,Ciencia,1954,Salamandra,Alemán,464,,,,
42582,Libro 42582,Autor 4602,Ciencia,1991,Alfaguara,Inglés,338,,,,
42583,Libro 42583,Autor 2752,Ficción,2024,Alfaguara,Inglés,810,,,,
42584,Libro 42584,Autor 835,Ciencia,2021,Alfaguara,Inglés,631,,,,
42585,Libro 42585,Autor 4466,Terror,1977,Alfaguara,Italiano,753,,,,
42586,Libro 42586,Autor 4476,No ficción,1961,HarperCollins,Inglés,449,,,,
42587,Libro 42587,Autor 4537,Ficción,1994,Alfaguara,Alemán,201,,,,
42588,Libro 42588,Autor 4256,Terror,1983,Salamandra,Francés,551,,,,
42589,Libro 42589,Autor 3622,Fantasía,2007,HarperCollins,Italiano,853,,,,
42590,Libro 42590,Autor 3659,Romance,1962,Salamandra,Alemán,668,,,,
42591,Libro 42591,Autor 4673,Historia,1958,Salamandra,Alemán,137,,,,
42592,Libro 42592,Autor 1069,Romance,2021,Planeta,Francés,567,,,,
42593,Libro 42593,Autor 1192,Fantasía,1998,Anagrama,Alemán,345,,,,
42594,Libro 42594,Autor 3493,Misterio,1959,Planeta,Alemán,200,,,,
42595,Libro 42595,Autor 927,Misterio,1978,Salamandra,Alemán,858,,,,
42596,Libro 42596,Autor 3569,Misterio,1998,Anagrama,Francés,929,,,,
42597,Libro 42597,Autor 4248,No ficción,2000,Salamandra,Francés,723,,,,
42598,Libro 42598,Autor 2805,Terror,2000,Alfaguara,Italiano,511,,,,
42599,Libro 42599,Autor 3182,Infantil,2015,Alfaguara,Español,796,,,,
42600,Libro 42600,Autor 328,Ciencia,1960,Salamandra,Español,809,,,,
42601,Libro 42601,Autor 3903,No ficción,2021,Salamandra,Español,990,,,,
42602,Libro 42602,Autor 74,Historia,1970,Anagrama,Italiano,592,,,,
42603,Libro 42603,Autor 3231,Romance,1999,Alfaguara,Francés,766,,,,
42604,Libro 42604,Autor 1038,Terror,2020,Salamandra,Alemán,982,,,,
42605,Libro 42605,Autor 1818,No ficción,1958,Penguin,Alemán,141,,,,
42606,Libro 42606,Autor 2066,Misterio,1992,Planeta,Español,355,,,,
42607,Libro 42607,Autor 4357,Romance,1987,HarperCollins,Español,511,,,,
42608,Libro 42608,Autor 4746,Ciencia,1993,Salamandra,Alemán,772,,,,
42609,Libro 42609,Autor 4020,Terror,2002,Planeta,Español,954,,,,
42610,Libro 42610,Autor 2531,Historia,2009,Alfaguara,Italiano,352,,,,
42611,Libro 42611,Autor 3345,Fantasía,2023,Alfaguara,Italiano,655,,,,
42612,Libro 42612,Autor 4445,Infantil,1975,Penguin,Español,397,,,,
42613,Libro 42613,Autor 2174,Fantasía,2005,Alfaguara,Italiano,187,,,,
42614,Libro 42614,Autor 1570,Historia,2005,Anagrama,Italiano,229,,,,
42615,Libro 42615,Autor 544,Historia,1995,Penguin,Italiano,293,,,,
42616,Libro 42616,Autor 3994,Fantasía,1969,Alfaguara,Italiano,962,,,,
42617,Libro 42617,Autor 3592,Ciencia,1986,HarperCollins,Francés,851,,,,
42618,Libro 42618,Autor 2208,Terror,1985,HarperCollins,Francés,792,,,,
42619,Libro 42619,Autor 474,No ficción,2020,Salamandra,Inglés,543,,,,
42620,Libro 42620,Autor 3580,Infantil,2024,Anagrama,Español,167,,,,
42621,Libro 42621,Autor 3088,Historia,1992,Penguin,Alemán,638,,,,
42622,Libro 42622,Autor 4593,Romance,2002,Anagrama,Alemán,790,,,,
42623,Libro 42623,Autor 1084,Infantil,2005,Alfaguara,Español,734,,,,
42624,Libro 42624,Autor 497,Romance,1993,Salamandra,Español,866,,,,
42625,Libro 42625,Autor 1248,Historia,2016,Planeta,Francés,351,,,,
42626,Libro 42626,Autor 4813,No ficción,1984,Alfaguara,Italiano,604,,,,
42627,Libro 42627,Autor 3134,Infantil,1950,Planeta,Inglés,752,,,,
42628,Libro 42628,Autor 4480,Terror,1991,Salamandra,Español,775,,,,
42629,Libro 42629,Autor 1492,Misterio,2014,Anagrama,Italiano,565,,,,
42630,Libro 42630,Autor 3812,Infantil,1975,Alfaguara,Español,412,,,,
42631,Libro 42631,Autor 3400,Misterio,2016,Penguin,Español,950,,,,
42632,Libro 42632,Autor 3621,No ficción,2010,Anagrama,Español,383,,,,
42633,Libro 42633,Autor 4030,Terror,1994,Planeta,Italiano,151,,,,
42634,Libro 42634,Autor 3986,Fantasía,1982,Planeta,Francés,929,,,,
42635,Libro 42635,Autor 571,Ciencia,2007,Planeta,Español,428,,,,
42636,Libro 42636,Autor 2360,Historia,1958,HarperCollins,Español,444,,,,
42637,Libro 42637,Autor 573,Historia,1968,HarperCollins,Inglés,924,,,,
42638,Libro 42638,Autor 4011,Terror,1979,Anagrama,Inglés,466,,,,
42639,Libro 42639,Autor 3020,Fantasía,2023,Planeta,Alemán,147,,,,
42640,Libro 42640,Autor 418,No ficción,2012,Planeta,Italiano,659,,,,
42641,Libro 42641,Autor 3259,Misterio,2002,HarperCollins,Alemán,566,,,,
42642,Libro 42642,Autor 4104,Infantil,1960,Alfaguara,Francés,893,,,,
42643,Libro 42643,Autor 913,Romance,1975,Salamandra,Italiano,705,,,,
42644,Libro 42644,Autor 2519,Fantasía,1975,Planeta,Inglés,956,,,,
42645,Libro 42645,Autor 3317,Romance,1963,Alfaguara,Español,223,,,,
42646,Libro 42646,Autor 3719,Romance,1965,Planeta,Español,130,,,,
42647,Libro 42647,Autor 118,Historia,1988,Penguin,Francés,589,,,,
42648,Libro 42648,Autor 55,Infantil,1979,Alfaguara,Inglés,605,,,,
42649,Libro 42649,Autor 578,Terror,2022,Salamandra,Francés,147,,,,
42650,Libro 42650,Autor 1266,Historia,1962,HarperCollins,Italiano,217,,,,
42651,Libro 42651,Autor 154,Terror,2014,Penguin,Italiano,616,,,,
42652,Libro 42652,Autor 2008,Historia,1951,Alfaguara,Francés,550,,,,
42653,Libro 42653,Autor 1345,Ficción,1972,Penguin,Italiano,118,,,,
42654,Libro 42654,Autor 4499,Historia,1983,HarperCollins,Italiano,281,,,,
42655,Libro 42655,Autor 2710,No ficción,2014,Salamandra,Español,991,,,,
42656,Libro 42656,Autor 2730,Misterio,1991,HarperCollins,Inglés,403,,,,
42657,Libro 42657,Autor 1330,Romance,1991,Penguin,Inglés,960,,,,
42658,Libro 42658,Autor 44,Misterio,2018,Penguin,Italiano,828,,,,
42659,Libro 42659,Autor 488,Terror,1988,HarperCollins,Alemán,968,,,,
42660,Libro 42660,Autor 2897,Misterio,2023,Penguin,Francés,503,,,,
42661,Libro 42661,Autor 3995,Infantil,1971,Planeta,Francés,720,,,,
42662,Libro 42662,Autor 765,Fantasía,1984,Salamandra,Italiano,296,,,,
42663,Libro 42663,Autor 397,Romance,1993,Salamandra,Francés,581,,,,
42664,Libro 42664,Autor 737,No ficción,1997,Anagrama,Francés,864,,,,
42665,Libro 42665,Autor 3877,No ficción,1999,Alfaguara,Español,390,,,,
42666,Libro 42666,Autor 3557,Romance,2008,HarperCollins,Italiano,238,,,,
42667,Libro 42667,Autor 2682,Misterio,2023,Salamandra,Alemán,123,,,,
42668,Libro 42668,Autor 4751,No ficción,1982,Anagrama,Italiano,667,,,,
42669,Libro 42669,Autor 3560,Misterio,1965,Salamandra,Inglés,647,,,,
42670,Libro 42670,Autor 657,Romance,1954,Planeta,Italiano,336,,,,
42671,Libro 42671,Autor 1586,Misterio,1993,HarperCollins,Inglés,263,,,,
42672,Libro 42672,Autor 2346,Terror,1963,Anagrama,Inglés,331,,,,
42673,Libro 42673,Autor 414,Misterio,2023,Anagrama,Alemán,299,,,,
42674,Libro 42674,Autor 145,Ciencia,2006,Planeta,Italiano,934,,,,
42675,Libro 42675,Autor 4222,Terror,2019,Salamandra,Alemán,742,,,,
42676,Libro 42676,Autor 2434,Fantasía,1996,Salamandra,Alemán,320,,,,
42677,Libro 42677,Autor 1066,Misterio,1968,Alfaguara,Francés,804,,,,
42678,Libro 42678,Autor 2409,Historia,2011,Salamandra,Español,381,,,,
42679,Libro 42679,Autor 4826,Ciencia,1959,Penguin,Alemán,316,,,,
42680,Libro 42680,Autor 1000,Fantasía,2005,Penguin,Italiano,653,,,,
42681,Libro 42681,Autor 4034,Ciencia,1960,Salamandra,Inglés,906,,,,
42682,Libro 42682,Autor 465,No ficción,1956,HarperCollins,Alemán,761,,,,
42683,Libro 42683,Autor 3493,Misterio,2002,HarperCollins,Inglés,534,,,,
42684,Libro 42684,Autor 2475,Romance,2017,Alfaguara,Español,644,,,,
42685,Libro 42685,Autor 2899,Ciencia,1965,Planeta,Italiano,984,,,,
42686,Libro 42686,Autor 3259,Misterio,2009,Penguin,Español,644,,,,
42687,Libro 42687,Autor 1064,Terror,2000,Penguin,Alemán,201,,,,
42688,Libro 42688,Autor 550,Ficción,1958,Salamandra,Italiano,386,,,,
42689,Libro 42689,Autor 3664,Ciencia,1998,Penguin,Inglés,247,,,,
42690,Libro 42690,Autor 4521,No ficción,1985,Planeta,Español,504,,,,
42691,Libro 42691,Autor 859,Romance,1958,Anagrama,Francés,780,,,,
42692,Libro 42692,Autor 4568,Terror,1981,Salamandra,Francés,242,,,,
42693,Libro 42693,Autor 2250,Misterio,2006,Planeta,Inglés,807,,,,
42694,Libro 42694,Autor 3290,Ciencia,2006,HarperCollins,Italiano,266,,,,
42695,Libro 42695,Autor 2940,Romance,1993,Planeta,Alemán,586,,,,
42696,Libro 42696,Autor 4250,Infantil,1968,Penguin,Español,900,,,,
42697,Libro 42697,Autor 139,No ficción,1992,Salamandra,Español,773,,,,
42698,Libro 42698,Autor 4911,Infantil,2017,Planeta,Inglés,674,,,,
42699,Libro 42699,Autor 4354,Ficción,2013,Penguin,Español,725,,,,
42700,Libro 42700,Autor 4336,Romance,1962,Penguin,Alemán,160,,,,
42701,Libro 42701,Autor 4421,Fantasía,1959,Anagrama,Italiano,505,,,,
42702,Libro 42702,Autor 1185,Terror,1997,Penguin,Inglés,597,,,,
42703,Libro 42703,Autor 1335,Ciencia,1969,Alfaguara,Francés,922,,,,
42704,Libro 42704,Autor 4997,Infantil,1955,Salamandra,Francés,503,,,,
42705,Libro 42705,Autor 666,Romance,1993,Alfaguara,Italiano,380,,,,
42706,Libro 42706,Autor 4901,Ficción,1997,Planeta,Alemán,394,,,,
42707,Libro 42707,Autor 1237,Misterio,2021,Penguin,Alemán,590,,,,
42708,Libro 42708,Autor 2494,No ficción,2013,HarperCollins,Español,650,,,,
42709,Libro 42709,Autor 115,Romance,1978,Alfaguara,Francés,538,,,,
42710,Libro 42710,Autor 409,Misterio,2021,Alfaguara,Inglés,539,,,,
42711,Libro 42711,Autor 4370,Ciencia,1958,Penguin,Inglés,727,,,,
42712,Libro 42712,Autor 4950,Historia,1972,Alfaguara,Español,655,,,,
42713,Libro 42713,Autor 3987,Infantil,2004,Anagrama,Francés,894,,,,
42714,Libro 42714,Autor 4908,Terror,1977,HarperCollins,Francés,150,,,,
42715,Libro 42715,Autor 1969,No ficción,1996,HarperCollins,Inglés,849,,,,
42716,Libro 42716,Autor 3270,Terror,1964,Penguin,Francés,958,,,,
42717,Libro 42717,Autor 277,Misterio,2007,Salamandra,Alemán,844,,,,
42718,Libro 42718,Autor 3016,No ficción,1967,Salamandra,Alemán,262,,,,
42719,Libro 42719,Autor 2590,Romance,1989,Anagrama,Francés,926,,,,
42720,Libro 42720,Autor 1334,Historia,1967,Penguin,Alemán,851,,,,
42721,Libro 42721,Autor 851,Romance,2023,Alfaguara,Español,918,,,,
42722,Libro 42722,Autor 2379,Infantil,1956,Penguin,Inglés,321,,,,
42723,Libro 42723,Autor 3397,Infantil,1951,Anagrama,Español,871,,,,
42724,Libro 42724,Autor 1708,Infantil,2000,Alfaguara,Italiano,593,,,,
42725,Libro 42725,Autor 1812,No ficción,1984,Alfaguara,Italiano,637,,,,
42726,Libro 42726,Autor 3493,Romance,1959,HarperCollins,Alemán,380,,,,
42727,Libro 42727,Autor 1208,No ficción,1969,Anagrama,Francés,593,,,,
42728,Libro 42728,Autor 1373,Ciencia,2006,Alfaguara,Español,312,,,,
42729,Libro 42729,Autor 1241,Infantil,2023,Alfaguara,Inglés,203,,,,
42730,Libro 42730,Autor 364,Infantil,1962,Alfaguara,Alemán,176,,,,
42731,Libro 42731,Autor 3177,Infantil,1973,Anagrama,Alemán,975,,,,
42732,Libro 42732,Autor 1856,Historia,1991,Anagrama,Francés,144,,,,
42733,Libro 42733,Autor 2282,Fantasía,2012,Penguin,Alemán,152,,,,
42734,Libro 42734,Autor 27,Infantil,1995,Alfaguara,Alemán,510,,,,
42735,Libro 42735,Autor 2423,Romance,2010,HarperCollins,Español,186,,,,
42736,Libro 42736,Autor 2094,Ciencia,2024,Planeta,Alemán,838,,,,
42737,Libro 42737,Autor 1956,Misterio,2012,Anagrama,Alemán,217,,,,
42738,Libro 42738,Autor 4684,Terror,1969,HarperCollins,Alemán,858,,,,
42739,Libro 42739,Autor 1875,Fantasía,1965,HarperCollins,Francés,176,,,,
42740,Libro 42740,Autor 1884,Historia,1984,Salamandra,Español,653,,,,
42741,Libro 42741,Autor 4552,Terror,1958,Salamandra,Español,311,,,,
42742,Libro 42742,Autor 2404,Historia,1985,Planeta,Español,491,,,,
42743,Libro 42743,Autor 1942,Ciencia,1963,Anagrama,Alemán,572,,,,
42744,Libro 42744,Autor 2232,Infantil,1992,Anagrama,Español,366,,,,
42745,Libro 42745,Autor 4566,Fantasía,1972,Salamandra,Inglés,486,,,,
42746,Libro 42746,Autor 2169,Ficción,1998,Penguin,Italiano,412,,,,
42747,Libro 42747,Autor 4796,Romance,1950,Anagrama,Francés,624,,,,
42748,Libro 42748,Autor 1737,Ficción,1999,Salamandra,Italiano,136,,,,
42749,Libro 42749,Autor 289,Terror,2007,HarperCollins,Italiano,975,,,,
42750,Libro 42750,Autor 1282,Ficción,2024,Penguin,Inglés,451,,,,
42751,Libro 42751,Autor 2084,Historia,1978,Alfaguara,Español,868,,,,
42752,Libro 42752,Autor 1993,Historia,1951,Salamandra,Inglés,330,,,,
42753,Libro 42753,Autor 2318,Terror,1965,Anagrama,Alemán,492,,,,
42754,Libro 42754,Autor 3614,Ficción,1976,Penguin,Italiano,468,,,,
42755,Libro 42755,Autor 532,Terror,1985,Planeta,Alemán,357,,,,
42756,Libro 42756,Autor 4366,Historia,1975,Alfaguara,Alemán,906,,,,
42757,Libro 42757,Autor 1703,Infantil,2024,Planeta,Italiano,178,,,,
42758,Libro 42758,Autor 1246,Terror,1956,Planeta,Francés,862,,,,
42759,Libro 42759,Autor 619,Infantil,1987,HarperCollins,Español,154,,,,
42760,Libro 42760,Autor 3043,No ficción,1987,Salamandra,Francés,305,,,,
42761,Libro 42761,Autor 4105,Misterio,1974,Anagrama,Alemán,428,,,,
42762,Libro 42762,Autor 1476,Misterio,2001,HarperCollins,Italiano,957,,,,
42763,Libro 42763,Autor 4093,Ciencia,2005,HarperCollins,Alemán,953,,,,
42764,Libro 42764,Autor 1039,Historia,1999,Penguin,Italiano,896,,,,
42765,Libro 42765,Autor 4526,Misterio,2021,Penguin,Inglés,539,,,,
42766,Libro 42766,Autor 1937,Misterio,2007,Salamandra,Italiano,888,,,,
42767,Libro 42767,Autor 119,Ficción,1955,Alfaguara,Español,546,,,,
42768,Libro 42768,Autor 3926,Romance,1978,HarperCollins,Francés,872,,,,
42769,Libro 42769,Autor 877,Terror,2016,Salamandra,Italiano,199,,,,
42770,Libro 42770,Autor 3474,No ficción,1985,Anagrama,Italiano,919,,,,
42771,Libro 42771,Autor 1305,Historia,1955,Planeta,Español,786,,,,
42772,Libro 42772,Autor 2295,Misterio,1950,HarperCollins,Inglés,322,,,,
42773,Libro 42773,Autor 3270,No ficción,1978,Penguin,Inglés,210,,,,
42774,Libro 42774,Autor 3158,Infantil,1961,Alfaguara,Español,101,,,,
42775,Libro 42775,Autor 2295,Misterio,2005,Planeta,Español,255,,,,
42776,Libro 42776,Autor 727,Romance,1955,Planeta,Alemán,976,,,,
42777,Libro 42777,Autor 84,Infantil,2008,Penguin,Alemán,800,,,,
42778,Libro 42778,Autor 893,Ficción,2001,Salamandra,Inglés,951,,,,
42779,Libro 42779,Autor 1253,Fantasía,1986,Alfaguara,Francés,307,,,,
42780,Libro 42780,Autor 3573,Misterio,2020,HarperCollins,Italiano,392,,,,
42781,Libro 42781,Autor 1674,Infantil,1991,HarperCollins,Inglés,521,,,,
42782,Libro 42782,Autor 3142,Historia,1988,HarperCollins,Francés,384,,,,
42783,Libro 42783,Autor 8,Terror,1988,Planeta,Francés,590,,,,
42784,Libro 42784,Autor 2266,Ficción,2004,Anagrama,Español,973,,,,
42785,Libro 42785,Autor 2260,Ciencia,1995,Salamandra,Inglés,294,,,,
42786,Libro 42786,Autor 805,No ficción,2017,Planeta,Alemán,626,,,,
42787,Libro 42787,Autor 1908,No ficción,2002,Alfaguara,Italiano,498,,,,
42788,Libro 42788,Autor 3678,Ficción,2010,Penguin,Francés,805,,,,
42789,Libro 42789,Autor 3383,Ciencia,1959,Anagrama,Francés,216,,,,
42790,Libro 42790,Autor 2661,Fantasía,1956,Planeta,Italiano,526,,,,
42791,Libro 42791,Autor 2774,Misterio,1984,Penguin,Alemán,266,,,,
42792,Libro 42792,Autor 3044,Romance,2018,Penguin,Inglés,327,,,,
42793,Libro 42793,Autor 229,Historia,1956,Anagrama,Italiano,698,,,,
42794,Libro 42794,Autor 1731,Ficción,1987,Planeta,Español,968,,,,
42795,Libro 42795,Autor 4964,Terror,1957,Planeta,Español,711,,,,
42796,Libro 42796,Autor 1463,Ciencia,1992,Salamandra,Francés,788,,,,
42797,Libro 42797,Autor 4741,Romance,1991,Salamandra,Inglés,884,,,,
42798,Libro 42798,Autor 1259,Historia,1975,Penguin,Inglés,555,,,,
42799,Libro 42799,Autor 3050,Ciencia,1955,Salamandra,Inglés,155,,,,
42800,Libro 42800,Autor 4456,Ciencia,2007,Anagrama,Alemán,183,,,,
42801,Libro 42801,Autor 4173,Historia,1959,HarperCollins,Alemán,661,,,,
42802,Libro 42802,Autor 1637,Historia,2022,Salamandra,Español,861,,,,
42803,Libro 42803,Autor 3930,Infantil,1961,Planeta,Italiano,855,,,,
42804,Libro 42804,Autor 1326,No ficción,1978,Planeta,Inglés,478,,,,
42805,Libro 42805,Autor 1687,Romance,1970,Alfaguara,Español,465,,,,
42806,Libro 42806,Autor 1025,No ficción,1970,Penguin,Español,229,,,,
42807,Libro 42807,Autor 118,Ficción,1991,Salamandra,Inglés,231,,,,
42808,Libro 42808,Autor 3936,Romance,1978,Alfaguara,Italiano,495,,,,
42809,Libro 42809,Autor 833,Historia,1963,Anagrama,Italiano,219,,,,
42810,Libro 42810,Autor 2712,Misterio,1974,Penguin,Italiano,799,,,,
42811,Libro 42811,Autor 234,Ficción,1988,HarperCollins,Alemán,799,,,,
42812,Libro 42812,Autor 3318,Ciencia,2008,Anagrama,Italiano,585,,,,
42813,Libro 42813,Autor 480,Infantil,2021,Penguin,Francés,552,,,,
42814,Libro 42814,Autor 3272,Infantil,2011,Penguin,Inglés,850,,,,
42815,Libro 42815,Autor 2283,Romance,1976,Salamandra,Inglés,408,,,,
42816,Libro 42816,Autor 1905,No ficción,1954,Alfaguara,Español,931,,,,
42817,Libro 42817,Autor 4479,Infantil,1953,HarperCollins,Español,824,,,,
42818,Libro 42818,Autor 610,Historia,2001,HarperCollins,Inglés,404,,,,
42819,Libro 42819,Autor 2221,Misterio,1955,Anagrama,Italiano,423,,,,
42820,Libro 42820,Autor 4240,Historia,1978,Planeta,Italiano,378,,,,
42821,Libro 42821,Autor 3295,Terror,2004,Alfaguara,Español,983,,,,
42822,Libro 42822,Autor 2019,Ficción,2016,Salamandra,Francés,744,,,,
42823,Libro 42823,Autor 3935,Ficción,1985,Alfaguara,Francés,893,,,,
42824,Libro 42824,Autor 801,Fantasía,1966,Planeta,Español,778,,,,
42825,Libro 42825,Autor 4754,Fantasía,1986,Alfaguara,Francés,684,,,,
42826,Libro 42826,Autor 3217,Romance,1998,Planeta,Francés,912,,,,
42827,Libro 42827,Autor 4594,Infantil,2013,Anagrama,Español,939,,,,
42828,Libro 42828,Autor 4455,Ciencia,2006,Penguin,Inglés,912,,,,
42829,Libro 42829,Autor 852,Romance,1970,Penguin,Español,776,,,,
42830,Libro 42830,Autor 840,Historia,2015,HarperCollins,Italiano,691,,,,
42831,Libro 42831,Autor 272,Ciencia,1960,Alfaguara,Alemán,389,,,,
42832,Libro 42832,Autor 1041,No ficción,1966,Alfaguara,Francés,221,,,,
42833,Libro 42833,Autor 2714,Terror,2010,Alfaguara,Español,933,,,,
42834,Libro 42834,Autor 746,Infantil,1978,Penguin,Español,692,,,,
42835,Libro 42835,Autor 2887,Fantasía,1970,Penguin,Español,689,,,,
42836,Libro 42836,Autor 671,Terror,2018,Penguin,Alemán,864,,,,
42837,Libro 42837,Autor 1908,Ciencia,2000,HarperCollins,Francés,955,,,,
42838,Libro 42838,Autor 2488,Misterio,1977,Planeta,Italiano,641,,,,
42839,Libro 42839,Autor 3927,Romance,1964,Planeta,Inglés,795,,,,
42840,Libro 42840,Autor 3793,Terror,1953,Alfaguara,Italiano,325,,,,
42841,Libro 42841,Autor 231,Historia,1987,Planeta,Español,516,,,,
42842,Libro 42842,Autor 1679,Ficción,2016,Planeta,Español,651,,,,
42843,Libro 42843,Autor 2233,Romance,1978,Penguin,Italiano,922,,,,
42844,Libro 42844,Autor 27,Ciencia,1960,Penguin,Inglés,472,,,,
42845,Libro 42845,Autor 1089,Misterio,2000,Planeta,Español,821,,,,
42846,Libro 42846,Autor 160,Historia,1985,Salamandra,Italiano,175,,,,
42847,Libro 42847,Autor 4393,Misterio,2006,Planeta,Español,115,,,,
42848,Libro 42848,Autor 2478,Ciencia,1954,Alfaguara,Italiano,365,,,,
42849,Libro 42849,Autor 1885,Infantil,1965,HarperCollins,Inglés,115,,,,
42850,Libro 42850,Autor 1383,No ficción,1974,Penguin,Francés,697,,,,
42851,Libro 42851,Autor 4187,Fantasía,1979,Penguin,Alemán,518,,,,
